Bag number,,,Volume,Raw,Dilution,Volume,Raw,Dilution,Volume,,
13,5/7/2019,6-10,11,1.9840,3.9680,0.0436,0.1720,0.3440,0.003784,,
13,5/7/2019,6-30,3,,,,,,,,
13,5/7/2019,6-50,0,,,,,,,no vacuum,
13,5/21/2019,1-10,1,,,,,,,,
13,5/21/2019,1-30,23,0.4875,0.9750,0.0224,0.1342,0.2684,0.0061732,,
13,5/21/2019,1-50,5,2.1950,4.3900,0.0220,0.2016,0.4032,0.002016,,
13,5/21/2019,2-10,10,1.0290,2.0580,0.0206,0.1329,0.2658,0.002658,,
13,5/21/2019,2-30,6,1.6290,3.2580,0.0195,0.1899,0.3798,0.0022788,,
13,5/21/2019,2-50,33,0.5863,1.1726,0.0387,0.2403,0.4806,0.0158598,"emptied most into vial, discarded rest",
13,5/21/2019,3-10,8,1.1540,2.3080,0.0185,0.1701,0.3402,0.0027216,,
13,5/21/2019,3-30,17,0.7647,1.5294,0.0260,0.0838,0.1675,0.0028475,,
13,5/21/2019,3-50,20,1.0220,2.0440,0.0409,0.1519,0.3038,0.006076,,
13,5/21/2019,4-10,0,,,,,,,"condensation, not enough to collect",
13,5/21/2019,4-30,15,0.6368,1.2736,0.0191,0.1077,0.2154,0.003231,,
13,5/21/2019,4-50,3,,,,,,,,
13,5/21/2019,5-10,6,1.4020,2.8040,0.0168,1.0170,2.0340,0.012204,,
13,5/21/2019,5-30,34,0.3881,0.7762,0.0264,0.0491,0.0982,0.00333812,,
13,5/21/2019,5-50,38,0.4214,0.8428,0.0320,0.0756,0.1511,0.00574256,,
13,5/21/2019,6-10,13,0.7718,1.5436,0.0201,0.1545,0.3090,0.004017,,
13,5/21/2019,6-30,8,1.4930,2.9860,0.0239,0.2195,0.4390,0.003512,,
13,5/21/2019,6-50,16,0.8053,1.6106,0.0258,0.6044,1.2088,0.0193408,,
13,6/7/2019,1-10,0,,,,,,,vacuum,
13,6/7/2019,1-30,11,0.8027,1.6054,0.0177,0.1387,0.2774,0.0030514,,
13,6/7/2019,1-50,0,,,,,,,no vacuum,
13,6/7/2019,2-10,3,,,,,,,,
13,6/7/2019,2-30,0,,,,,,,vacuum,
13,6/7/2019,2-50,15,0.5993,1.1986,0.0180,0.3180,0.6360,0.00954,,
13,6/7/2019,3-10,9,0.9424,1.8848,0.0170,0.1054,0.2108,0.0018972,,
13,6/7/2019,3-30,9,0.6285,1.2570,0.0113,0.1300,0.2600,0.00234,,
13,6/7/2019,3-50,14,1.3590,2.7180,0.0381,0.1321,0.2642,0.0036988,,
13,6/7/2019,4-10,0,,,,,,,no vacuum,
13,6/7/2019,4-30,4,,,,,,,,
13,6/7/2019,4-50,0,,,,,,,vacuum,
13,6/7/2019,5-10,7,1.1070,2.2140,0.0155,0.1471,0.2942,0.0020594,,
13,6/7/2019,5-30,22,0.4786,0.9572,0.0211,0.0524,0.1047,0.00230384,,
13,6/7/2019,5-50,30,0.3881,0.7762,0.0233,0.0875,0.1751,0.0052518,,
13,6/7/2019,6-10,8,1.0260,2.0520,0.0164,0.2515,0.5030,0.004024,,
13,6/7/2019,6-30,<1,,,,,,,"vacuum, no sample collected, less than",
13,6/7/2019,6-50,13,0.6425,1.2850,0.0167,0.6249,1.2498,0.0162474,,
13,6/19/2019,1-10,0,,,,,,,no vacuum,
13,6/19/2019,1-30,0,,,,,,,no vacuum,
13,6/19/2019,1-50,0,,,,,,,no vacuum,
13,6/19/2019,2-10,2,,,,,,,,
13,6/19/2019,2-30,0,,,,,,,no vacuum,
13,6/19/2019,2-50,9,1.5220,3.0440,0.0274,0.3251,0.6502,0.0058518,,
13,6/19/2019,3-10,10,1.4080,2.8160,0.0282,0.0965,0.1929,0.001929,,
13,6/19/2019,3-30,0,,,,,,,no vacuum,
13,6/19/2019,3-50,18,1.9590,3.9180,0.0705,0.2955,0.5910,0.010638,,
13,6/19/2019,4-10,0,,,,,,,no vacuum,
13,6/19/2019,4-30,6,5.1690,10.3380,0.0620,0.2263,0.4526,0.0027156,,
13,6/19/2019,4-50,0,,,,,,,no vacuum,
13,6/19/2019,5-10,2,,,,,,,,
13,6/19/2019,5-30,22,6.7570,13.5140,0.2973,0.0921,0.1843,0.00405372,,
13,6/19/2019,5-50,0,,,,,,,no vacuum,
13,6/19/2019,6-10,11,0.7548,1.5096,0.0166,0.0957,0.1914,0.00210584,,
13,6/19/2019,6-30,<1,,,,,,,less than,
13,6/19/2019,6-50,15,0.5439,1.0878,0.0163,0.6849,1.3698,0.020547,,
13,7/2/2019,1-10,0,,,,,,,no vacuum,
13,7/2/2019,1-30,0,,,,,,,,
13,7/2/2019,1-50,0,,,,,,,no vacuum,
13,7/2/2019,2-10,0,,,,,,,no vacuum,
13,7/2/2019,2-30,0,,,,,,,no vacuum,
13,7/2/2019,2-50,0,,,,,,,no vacuum,
13,7/2/2019,3-10,0,,,,,,,no vacuum,
13,7/2/2019,3-30,0,,,,,,,no vacuum,
13,7/2/2019,3-50,0,,,,,,,,
13,7/2/2019,4-10,0,,,,,,,no vacuum,
13,7/2/2019,4-30,0,,,,,,,no vacuum,
13,7/2/2019,4-50,0,,,,,,,no vacuum,
13,7/2/2019,5-10,0,,,,,,,no vacuum,
13,7/2/2019,5-30,0,,,,,,,no vacuum,
13,7/2/2019,5-50,9,2.0270,4.0540,0.0365,0.1560,0.3120,0.002808,,
13,7/2/2019,6-10,0,,,,,,,no vacuum,
13,7/2/2019,6-30,0,,,,,,,no vacuum,
13,7/2/2019,6-50,<1,,,,,,,less than,
13,7/17/2019,1-10,<1,,,,,,,less than,
13,7/17/2019,1-30,0,,,,,,,,
13,7/17/2019,1-50,0,,,,,,,no vacuum,
13,7/17/2019,2-10,4,,,,,,,,
13,7/17/2019,2-30,0,,,,,,,no vacuum,
13,7/17/2019,2-50,5,1.9860,3.9720,0.0199,0.5560,1.1120,0.00556,,
13,7/17/2019,3-10,46,0.9996,1.9992,0.0920,0.0793,0.1587,0.00729836,,
13,7/17/2019,3-30,27,0.4208,0.8416,0.0227,0.0968,0.1937,0.00522882,,
13,7/17/2019,3-50,10,2.6630,5.3260,0.0533,0.5262,1.0524,0.010524,,
13,7/17/2019,4-10,0,,,,,,,no vacuum,
13,7/17/2019,4-30,48,0.4058,0.8116,0.0390,0.2529,0.5058,0.0242784,no vacuum,
13,7/17/2019,4-50,0,,,,,,,no vacuum,
13,7/17/2019,5-10,46,1.2260,2.4520,0.1128,0.1161,0.2322,0.0106812,no vacuum,
13,7/17/2019,5-30,46,0.3290,0.6580,0.0303,0.0726,0.1452,0.00668104,no vacuum,
13,7/17/2019,5-50,37,0.4346,0.8692,0.0322,0.1313,0.2626,0.0097162,,
13,7/17/2019,6-10,52,1.5860,3.1720,0.1649,0.1939,0.3878,0.0201656,no vacuum,
13,7/17/2019,6-30,2,,,,,,,no vacuum,
13,7/17/2019,6-50,33,0.7106,1.4212,0.0469,0.5344,1.0688,0.0352704,,
13,7/30/2019,1-10,14,2.6680,5.3360,0.0747,0.2442,0.4884,0.0068376,Samples collected at 1pm due to morning thunderstorms,
13,7/30/2019,1-30,0,,,,,,,,
13,7/30/2019,1-50,0,,,,,,,,
13,7/30/2019,2-10,18,0.8272,1.6544,0.0298,0.2404,0.4808,0.0086544,,
13,7/30/2019,2-30,0,,,,,,,no vacuum,
13,7/30/2019,2-50,0,,,,,,,no vacuum,
13,7/30/2019,3-10,0,,,,,,,no vacuum,
13,7/30/2019,3-30,30,13.0000,26.0000,0.7800,0.2295,0.4590,0.01377,,
13,7/30/2019,3-50,0,,,,,,,no vacuum,
13,7/30/2019,4-10,0,,,,,,,no vacuum,
13,7/30/2019,4-30,0,,,,,,,no vacuum,
13,7/30/2019,4-50,0,,,,,,,no vacuum,
13,7/30/2019,5-10,53,3.3260,6.6520,0.3526,1.1430,2.2860,0.121158,,
13,7/30/2019,5-30,5,0.5524,1.1048,0.0055,0.0633,0.1265,0.0006327,,
13,7/30/2019,5-50,48,0.3934,0.7868,0.0378,0.1498,0.2996,0.0143808,,
13,7/30/2019,6-10,11,0.6475,1.2950,0.0142,0.1928,0.3856,0.0042416,,
13,7/30/2019,6-30,51,9.5270,19.0540,0.9718,0.4122,0.8244,0.0420444,,
13,7/30/2019,6-50,41,0.7921,1.5842,0.0650,0.5079,1.0158,0.0416478,,
14,8/13/2019,1-10,2,,,,,,,,
14,8/13/2019,1-30,16,0.3955,0.7910,0.0127,0.1288,0.2576,0.0041216,,
14,8/13/2019,1-50,0,,,,,,,,
14,8/13/2019,2-10,<1,0.9035,1.8070,#VALUE!,0.1280,0.2560,#VALUE!,less than (estimated 0.5),
14,8/13/2019,2-30,<1,,,,,,,less than,
14,8/13/2019,2-50,15,0.7268,1.4536,0.0218,0.2841,0.5682,0.008523,,
14,8/13/2019,3-10,11,0.7558,1.5116,0.0166,0.1315,0.2630,0.002893,,
14,8/13/2019,3-30,17,0.5307,1.0614,0.0180,0.0980,0.1961,0.00333336,,
14,8/13/2019,3-50,20,0.8455,1.6910,0.0338,0.0780,0.1560,0.0031204,,
14,8/13/2019,4-10,0,,,,,,,no vacuum,
14,8/13/2019,4-30,10,0.7262,1.4524,0.0145,0.0546,0.1092,0.0010922,,
14,8/13/2019,4-50,<1,,,,,,,less than,
14,8/13/2019,5-10,1,,,,,,,,
14,8/13/2019,5-30,30,0.2547,0.5094,0.0153,0.0313,0.0626,0.0018786,,
14,8/13/2019,5-50,19,0.4565,0.9130,0.0173,0.0842,0.1684,0.0031996,,
14,8/13/2019,6-10,14,0.6189,1.2378,0.0173,0.1258,0.2516,0.0035224,,
14,8/13/2019,6-30,<1,,,,,,,less than,
14,8/13/2019,6-50,13,0.6029,1.2058,0.0157,0.5033,1.0066,0.0130858,,
14,8/27/2019,1-10,0,,,,,,,,
14,8/27/2019,1-30,4,,,,,,,,
14,8/27/2019,1-50,0,,,,,,,no vacuum,
14,8/27/2019,2-10,5,2.2890,4.5780,0.0229,0.2871,0.5742,0.002871,,
14,8/27/2019,2-30,0,,,,,,,no vacuum,
14,8/27/2019,2-50,0,,,,,,,no vacuum,
14,8/27/2019,3-10,0,,,,,,,no vacuum,
14,8/27/2019,3-30,10,4.0150,8.0300,0.0803,0.1630,0.3260,0.00326,,
14,8/27/2019,3-50,0,,,,,,,no vacuum,
14,8/27/2019,4-10,0,,,,,,,,
14,8/27/2019,4-30,6,0.7524,1.5048,0.0090,0.1245,0.2490,0.001494,,
14,8/27/2019,4-50,0,,,,,,,no vacuum,
14,8/27/2019,5-10,0,,,,,,,,
14,8/27/2019,5-30,<1,,,,,,,less than,
14,8/27/2019,5-50,0,,,,,,,no vacuum,
14,8/27/2019,6-10,8,0.7727,1.5454,0.0124,0.3110,0.6220,0.004976,,
14,8/27/2019,6-30,0,,,,,,,no vacuum,
14,8/27/2019,6-50,0,,,,,,,no vacuum,
14,9/10/2019,1-10,21,0.8187,1.6374,0.0344,0.1954,0.3908,0.0082068,,
14,9/10/2019,1-30,31,0.3916,0.7832,0.0243,0.2003,0.4006,0.0124186,,
14,9/10/2019,1-50,13,0.8209,1.6418,0.0213,0.2898,0.5796,0.0075348,,
14,9/10/2019,2-10,36,1.7960,3.5920,0.1293,0.1446,0.2892,0.0104112,,
14,9/10/2019,2-30,6,0.7288,1.4576,0.0087,0.3213,0.6426,0.0038556,,
14,9/10/2019,2-50,49,0.7215,1.4430,0.0707,0.3737,0.7474,0.0366226,,
14,9/10/2019,3-10,<1,,,,,,,less than,
14,9/10/2019,3-30,33,0.2977,0.5954,0.0196,0.1066,0.2132,0.0070356,,
14,9/10/2019,3-50,0,,,,,,,no vacuum,
14,9/10/2019,4-10,6,2.9340,5.8680,0.0352,0.5899,1.1798,0.0070788,,
14,9/10/2019,4-30,45,0.2644,0.5288,0.0238,0.0596,0.1193,0.0053676,,
14,9/10/2019,4-50,4,,,,,,,,
14,9/10/2019,5-10,34,1.2440,2.4880,0.0846,0.2011,0.4022,0.0136748,,
14,9/10/2019,5-30,53,0.2446,0.4892,0.0259,0.0867,0.1735,0.00919338,,
14,9/10/2019,5-50,N/A,,,,,,,no syringe put out because no vacuum,
14,9/10/2019,6-10,36,0.5905,1.1810,0.0425,0.2574,0.5148,0.0185328,,
14,9/10/2019,6-30,8,1.4990,2.9980,0.0240,0.4466,0.8932,0.0071456,,
14,9/10/2019,6-50,16,0.5909,1.1818,0.0189,0.6279,1.2558,0.0200928,,
14,9/26/2019,1-10,4,3.7750,7.5500,0.0302,0.5912,1.1824,0.0047296,,
14,9/26/2019,1-30,35,0.3201,0.6402,0.0224,0.1406,0.2812,0.009842,,
14,9/26/2019,1-50,20,0.4190,0.8380,0.0168,0.1071,0.2142,0.004284,,
14,9/26/2019,2-10,6,1.5370,3.0740,0.0184,0.7223,1.4446,0.0086676,,
14,9/26/2019,,0,,,,,,,no vacuum,
14,9/26/2019,,0,,,,,,,no vacuum,
14,9/26/2019,3-10,18,1.3180,2.6360,0.0474,0.2171,0.4342,0.0078156,,
14,9/26/2019,3-30,0,,,,,,,no vacuum,
14,9/26/2019,3-50,15,4.7900,9.5800,0.1437,1.2310,2.4620,0.03693,,
14,9/26/2019,4-10,4,12.2500,24.5000,0.0980,0.9655,1.9310,0.007724,,
14,9/26/2019,4-30,20,0.6293,1.2586,0.0252,0.2599,0.5198,0.010396,,
14,9/26/2019,4-50,0,,,,,,,no vacuum,
14,9/26/2019,5-10,15,0.9391,1.8782,0.0282,0.3027,0.6054,0.009081,,
14,9/26/2019,5-30,25,2.0740,4.1480,0.1037,0.1808,0.3616,0.00904,,
14,9/26/2019,5-50,0,,,,,,,no vacuum,
14,9/26/2019,6-10,0,,,,,,,no vacuum,
14,9/26/2019,6-30,<1,,,,,,,less than,
14,9/26/2019,6-50,19,4.8750,9.7500,0.1853,0.4238,0.8476,0.0161044,,
14,10/8/2019,1-10,0,,,,,,,,
14,10/8/2019,1-30,7,0.9043,1.8086,0.0127,0.2501,0.5002,0.0035014,,
14,10/8/2019,1-50,0,,,,,,,no vacuum,
14,10/8/2019,2-10,2,,,,,,,,
14,10/8/2019,2-30,0,,,,,,,,
14,10/8/2019,2-50,17,0.6925,1.3850,0.0235,0.2621,0.5242,0.0089114,,
14,10/8/2019,3-10,1,,,,,,,,
14,10/8/2019,3-30,8,0.6763,1.3526,0.0108,0.1699,0.3398,0.0027184,,
14,10/8/2019,3-50,13,1.1420,2.2840,0.0297,0.1732,0.3464,0.0045032,,
14,10/8/2019,4-10,7,2.7220,5.4440,0.0381,0.3326,0.6652,0.0046564,,
14,10/8/2019,4-30,1,,,,,,,,
14,10/8/2019,4-50,0,,,,,,,no vacuum,
14,10/8/2019,5-10,0,,,,,,,no vacuum,
14,10/8/2019,5-30,10,0.6808,1.3616,0.0136,0.1786,0.3572,0.003572,,
14,10/8/2019,5-50,7,1.6440,3.2880,0.0230,0.8687,1.7374,0.0121618,,
14,10/8/2019,6-10,10,0.8880,1.7760,0.0178,0.4077,0.8154,0.008154,,
14,10/8/2019,6-30,0,,,,,,,,
14,10/8/2019,6-50,11,0.6120,1.2240,0.0135,0.3040,0.6080,0.006688,,
14,10/22/2019,1-10,0,,,,,,,no vacuum,
14,10/22/2019,1-30,0,,,,,,,no vacuum,
14,10/22/2019,1-50,0,,,,,,,no vacuum,
14,10/22/2019,2-10,0,,,,,,,no vacuum,
14,10/22/2019,2-30,0,,,,,,,no vacuum,
14,10/22/2019,2-50,0,,,,,,,no vacuum,
14,10/22/2019,3-10,7,2.5820,5.1640,0.0361,0.4092,0.8184,0.0057288,,
14,10/22/2019,3-30,13,2.2070,4.4140,0.0574,0.1809,0.3618,0.0047034,,
14,10/22/2019,3-50,18,1.0360,2.0720,0.0373,0.0873,0.1746,0.00314208,,
14,10/22/2019,4-10,0,,,,,,,no vacuum,
14,10/22/2019,4-30,0,,,,,,,no vacuum,
14,10/22/2019,4-50,7,1.1650,2.3300,0.0163,0.1638,0.3276,0.0022932,,
14,10/22/2019,5-10,0,,,,,,,no vacuum,
14,10/22/2019,5-30,0,,,,,,,no vacuum,
14,10/22/2019,5-50,0,,,,,,,no vacuum,
14,10/22/2019,6-10,19,0.5362,1.0724,0.0204,0.3621,0.7242,0.0137598,,
14,10/22/2019,6-30,0,,,,,,,no vacuum,
14,10/22/2019,6-50,0,,,,,,,no vacuum,
15,11/5/2019,1-10,5,1.2560,2.5120,0.0126,0.1371,0.2742,0.001371,,
15,11/5/2019,1-30,11,,,,,,,,
15,11/5/2019,1-50,4,,,,,,,,
15,11/5/2019,2-10,31,0.7832,1.5664,0.0486,0.1665,0.3330,0.010323,,
15,11/5/2019,2-30,5,0.5794,1.1588,0.0058,0.0375,0.0750,0.0003752,,
15,11/5/2019,2-50,19,0.7980,1.5960,0.0303,0.1334,0.2668,0.0050692,,
15,11/5/2019,3-10,50,0.2445,0.4890,0.0245,0.4849,0.9698,0.04849,,
15,11/5/2019,3-30,31,0.5514,1.1028,0.0342,0.3013,0.6026,0.0186806,,
15,11/5/2019,3-50,0,,,,,,,no vacuum,
15,11/5/2019,4-10,53,1.2620,2.5240,0.1338,0.2491,0.4982,0.0264046,,
15,11/5/2019,4-30,16,0.6508,1.3016,0.0208,0.0478,0.0957,0.00153056,,
15,11/5/2019,4-50,<1,,,,,,,less than,
15,11/5/2019,5-10,18,0.9268,1.8536,0.0334,0.3602,0.7204,0.0129672,,
15,11/5/2019,5-30,48,0.3029,0.6058,0.0291,0.0611,0.1222,0.0058656,,
15,11/5/2019,5-50,54,1.0740,2.1480,0.1160,0.7102,1.4204,0.0767016,,
15,11/5/2019,6-10,31,1.0000,2.0000,0.0620,0.3537,0.7074,0.0219294,,
15,11/5/2019,6-30,<1,,,,,,,less than,
15,11/5/2019,6-50,14,0.7297,1.4594,0.0204,0.2018,0.4036,0.0056504,,
15,11/20/2019,1-10,0,,,,,,,,
15,11/20/2019,1-30,8,0.6370,1.2740,0.0102,0.1855,0.3710,0.002968,,
15,11/20/2019,1-50,4,1.5800,3.1600,0.0126,0.1676,0.3352,0.0013408,,
15,11/20/2019,2-10,5,,,,,,,,
15,11/20/2019,2-30,0,,,,,,,,
15,11/20/2019,2-50,13,0.5849,1.1698,0.0152,0.1530,0.3060,0.003978,,
15,11/20/2019,3-10,10,0.7274,1.4548,0.0145,0.6767,1.3534,0.013534,,
15,11/20/2019,3-30,13,0.5127,1.0254,0.0133,0.3510,0.7020,0.009126,,
15,11/20/2019,3-50,0,,,,,,,no vacuum,
15,11/20/2019,4-10,<1,,,,,,,less than,
15,11/20/2019,4-30,<1,,,,,,,less than,
15,11/20/2019,4-50,0,,,,,,,,
15,11/20/2019,5-10,<1,,,,,,,less than,
15,11/20/2019,5-30,1,,,,,,,,
15,11/20/2019,5-50,9,0.9450,1.8900,0.0170,0.7874,1.5748,0.0141732,,
15,11/20/2019,6-10,8,0.8743,1.7486,0.0140,0.3624,0.7248,0.0057984,,
15,11/20/2019,6-30,0,,,,,,,no vacuum,
15,11/20/2019,6-50,13,0.6382,1.2764,0.0166,0.2943,0.5886,0.0076518,,
15,12/3/2019,1-10,47,0.6220,1.2440,0.0585,0.0884,0.1768,0.00830866,,
15,12/3/2019,1-30,51,0.2459,0.4918,0.0251,0.1428,0.2856,0.0145656,,
15,12/3/2019,1-50,53,0.2705,0.5410,0.0287,0.0924,0.1848,0.0097944,,
15,12/3/2019,2-10,54,0.4232,0.8464,0.0457,0.0626,0.1251,0.00675648,,
15,12/3/2019,2-30,8,0.3189,0.6378,0.0051,0.0383,0.0767,0.00061328,,
15,12/3/2019,2-50,52,0.3246,0.6492,0.0338,0.1329,0.2658,0.0138216,,
15,12/3/2019,3-10,23,0.3907,0.7814,0.0180,0.8414,1.6828,0.0387044,,
15,12/3/2019,3-30,27,0.2489,0.4978,0.0134,0.4630,0.9260,0.025002,,
15,12/3/2019,3-50,0,,,,,,,,
15,12/3/2019,4-10,0,,,,,,,no vacuum,
15,12/3/2019,4-30,52,0.2444,0.4888,0.0254,0.0612,0.1224,0.00636688,,
15,12/3/2019,4-50,10,0.4934,0.9868,0.0099,0.0386,0.0771,0.000771,,
15,12/3/2019,5-10,13,4.2590,8.5180,0.1107,0.3752,0.7504,0.0097552,,
15,12/3/2019,5-30,6,3.9870,7.9740,0.0478,0.1258,0.2516,0.0015096,,
15,12/3/2019,5-50,51,3.0250,6.0500,0.3086,0.5235,1.0470,0.053397,,
15,12/3/2019,6-10,55,2.9220,5.8440,0.3214,0.3364,0.6728,0.037004,,
15,12/3/2019,6-30,4,,,,,,,,
15,12/3/2019,6-50,53,1.3010,2.6020,0.1379,0.3055,0.6110,0.032383,,
15,12/17/2019,1-10,17,0.6386,1.2772,0.0217,0.0622,0.1243,0.00211378,,
15,12/17/2019,1-30,42,0.2523,0.5046,0.0212,0.1666,0.3332,0.0139944,,
15,12/17/2019,1-50,53,0.2427,0.4854,0.0257,0.1191,0.2382,0.0126246,,
15,12/17/2019,2-10,43,0.3275,0.6550,0.0282,0.0491,0.0983,0.00422518,,
15,12/17/2019,2-30,9,0.7248,1.4496,0.0130,0.1954,0.3908,0.0035172,,
15,12/17/2019,2-50,53,0.2759,0.5518,0.0292,0.1537,0.3074,0.0162922,,
15,12/17/2019,3-10,48,0.2196,0.4392,0.0211,1.0120,2.0240,0.097152,,
15,12/17/2019,3-30,49,0.6224,1.2448,0.0610,0.6573,1.3146,0.0644154,,
15,12/17/2019,3-50,6,1.8230,3.6460,0.0219,0.3067,0.6134,0.0036804,,
15,12/17/2019,4-10,25,1.4520,2.9040,0.0726,0.3904,0.7808,0.01952,,
15,12/17/2019,4-30,54,0.2049,0.4098,0.0221,0.0862,0.1724,0.00930744,,
15,12/17/2019,4-50,50,0.2500,0.5000,0.0250,0.0602,0.1204,0.006022,,
15,12/17/2019,5-10,52,0.5350,1.0700,0.0556,0.3153,0.6306,0.0327912,,
15,12/17/2019,5-30,53,0.2115,0.4230,0.0224,0.1058,0.2116,0.0112148,,
15,12/17/2019,5-50,52,0.8787,1.7574,0.0914,0.8068,1.6136,0.0839072,,
15,12/17/2019,6-10,45,0.3758,0.7516,0.0338,0.5032,1.0064,0.045288,,
15,12/17/2019,6-30,2,,,,,,,,
15,12/17/2019,6-50,0,,,,,,,no vacuum,
15,12/31/2019,1-10,10,0.7499,1.4998,0.0150,0.0904,0.1807,0.0018072,,
15,12/31/2019,1-30,27,0.5508,1.1016,0.0297,0.2322,0.4644,0.0125388,,
15,12/31/2019,1-50,32,0.4182,0.8364,0.0268,0.1756,0.3512,0.0112384,,
15,12/31/2019,2-10,52,0.3285,0.6570,0.0342,0.0621,0.1242,0.00645736,,
15,12/31/2019,2-30,7,0.9939,1.9878,0.0139,0.2173,0.4346,0.0030422,,
15,12/31/2019,2-50,38,0.4036,0.8072,0.0307,0.1746,0.3492,0.0132696,,
15,12/31/2019,3-10,35,0.2446,0.4892,0.0171,0.8324,1.6648,0.058268,,
15,12/31/2019,3-30,44,0.2679,0.5358,0.0236,0.6550,1.3100,0.05764,,
15,12/31/2019,3-50,1,,,,,,,,
15,12/31/2019,4-10,54,1.0740,2.1480,0.1160,0.5844,1.1688,0.0631152,,
15,12/31/2019,4-30,45,0.3568,0.7136,0.0321,0.1047,0.2094,0.009423,,
15,12/31/2019,4-50,36,0.4827,0.9654,0.0348,0.1340,0.2680,0.009648,,
15,12/31/2019,5-10,53,0.4318,0.8636,0.0458,0.4080,0.8160,0.043248,,
15,12/31/2019,5-30,7,0.5421,1.0842,0.0076,0.1515,0.3030,0.002121,,
15,12/31/2019,5-50,53,0.7029,1.4058,0.0745,1.0780,2.1560,0.114268,,
15,12/31/2019,6-10,0,,,,,,,no vacuum,
15,12/31/2019,6-30,3,,,,,,,,
15,12/31/2019,6-50,22,0.4080,0.8160,0.0180,0.4536,0.9072,0.0199584,,
16,1/14/2020,1-10,<1,,,,,,,less than,
16,1/14/2020,1-30,14,0.4516,0.9032,0.0126,0.2674,0.5348,0.0074872,,
16,1/14/2020,1-50,8,0.7907,1.5814,0.0127,0.3603,0.7206,0.0057648,,
16,1/14/2020,2-10,37,0.3630,0.7260,0.0269,0.08372,0.1674,0.00619528,,
16,1/14/2020,2-30,7,0.6595,1.3190,0.0092,0.1944,0.3888,0.0027216,,
16,1/14/2020,2-50,51,0.3343,0.6686,0.0341,0.1792,0.3584,0.0182784,,
16,1/14/2020,3-10,28,0.3714,0.7428,0.0208,0.5517,1.1034,0.0308952,,
16,1/14/2020,3-30,36,0.3609,0.7218,0.0260,0.8030,1.6060,0.057816,,
16,1/14/2020,3-50,0,,,,,,,no vacuum,
16,1/14/2020,4-10,17,0.8986,1.7972,0.0306,0.5210,1.0420,0.017714,,
16,1/14/2020,4-30,41,0.3331,0.6662,0.0273,0.1699,0.3398,0.0139318,,
16,1/14/2020,4-50,20,0.4388,0.8776,0.0176,0.09427,0.1885,0.0037708,,
16,1/14/2020,5-10,19,0.6001,1.2002,0.0228,0.1731,0.3462,0.0065778,,
16,1/14/2020,5-30,52,0.2635,0.5270,0.0274,0.1206,0.2412,0.0125424,,
16,1/14/2020,5-50,51,0.9130,1.8260,0.0931,0.5553,1.1106,0.0566406,,
16,1/14/2020,6-10,41,0.3387,0.6774,0.0278,0.4554,0.9108,0.0373428,,
16,1/14/2020,6-30,0,,,,,,,no vacuum,
16,1/14/2020,6-50,22,0.3563,0.7126,0.0157,0.4953,0.9906,0.0217932,,
16,1/28/2020,1-10,49,0.9523,1.9046,0.0933,0.1273,0.2546,0.0124754,,
16,1/28/2020,1-30,51,0.2267,0.4534,0.0231,0.1715,0.3430,0.017493,,
16,1/28/2020,1-50,56,0.4159,0.8318,0.0466,0.1839,0.3678,0.0205968,,
16,1/28/2020,2-10,46,0.7321,1.4642,0.0674,0.07057,0.1411,0.00649244,,
16,1/28/2020,2-30,16,0.3778,0.7556,0.0121,0.08625,0.1725,0.00276,,
16,1/28/2020,2-50,55,0.2618,0.5236,0.0288,0.1761,0.3522,0.019371,,
16,1/28/2020,3-10,25,0.4186,0.8372,0.0209,0.3932,0.7864,0.01966,,
16,1/28/2020,3-30,40,0.2437,0.4874,0.0195,0.6522,1.3044,0.052176,,
16,1/28/2020,3-50,42,0.4407,0.8814,0.0370,0.4820,0.9640,0.040488,,
16,1/28/2020,4-10,53,2.280,4.5600,0.2417,0.3042,0.6084,0.0322452,,
16,1/28/2020,4-30,37,0.3072,0.6144,0.0227,0.1020,0.2040,0.007548,,
16,1/28/2020,4-50,52,0.1971,0.3942,0.0205,0.04678,0.0936,0.00486512,,
16,1/28/2020,5-10,53,0.3759,0.7518,0.0398,0.1378,0.2756,0.0146068,,
16,1/28/2020,5-30,54,0.2196,0.4392,0.0237,0.08327,0.1665,0.00899316,,
16,1/28/2020,5-50,54,1.642,3.2840,0.1773,0.2771,0.5542,0.0299268,,
16,1/28/2020,6-10,55,1.225,2.4500,0.1348,0.2678,0.5356,0.029458,,
16,1/28/2020,6-30,14,0.4640,0.9280,0.0130,0.3127,0.6254,0.0087556,,
16,1/28/2020,6-50,3,,,,,,,,
16,2/11/2020,1-10,0,,,,,,,,
16,2/11/2020,1-30,<1,,,,,,,less than,
16,2/11/2020,1-50,7,0.8087,1.6174,0.0113,0.3294,0.6588,0.0046116,,
16,2/11/2020,2-10,4,0.6380,1.2760,0.0051,0.1259,0.2518,0.0010072,,
16,2/11/2020,2-30,<1,,,,,,,less than,
16,2/11/2020,2-50,13,0.4835,0.9670,0.0126,0.1984,0.3968,0.0051584,,
16,2/11/2020,3-10,6,0.4595,0.9190,0.0055,0.3910,0.7820,0.004692,,
16,2/11/2020,3-30,10,0.8513,1.7026,0.0170,1.051,2.1020,0.02102,,
16,2/11/2020,3-50,6,2.657,5.3140,0.0319,0.4431,0.8862,0.0053172,,
16,2/11/2020,4-10,0,,,,,,,,
